record_id,industry_sector,age_group,experience_level,shift_type,weekly_hours,ppe_compliance,education_level,season,employment_type,safety_training_hrs,site_hazard_score,equipment_age_yrs,prev_incidents_3yr,near_misses_3yr,team_size,overtime_days_month,accident_probability,accident_occurred
W-09546,Construction,18-25,<1yr,Evening,51,Full,Degree,Autumn,Permanent,13,3.6,3,2,3,7,5,0.97,1
W-09547,Construction,18-25,1-3yr,Day,57,Full,Degree,Autumn,Temporary,25,6.0,10,1,1,15,4,0.8961,1
W-09548,Construction,36-45,15+yr,Day,33,Full,Secondary,Winter,Agency,22,4.3,3,0,0,5,0,0.4472,0
W-09549,Manufacturing,18-25,15+yr,Day,36,Partial,Secondary,Autumn,Agency,15,2.8,3,3,7,10,1,0.7893,1
W-09550,Chemical,36-45,1-3yr,Day,42,Partial,Secondary,Spring,Temporary,21,5.1,5,1,2,7,5,0.73,1
W-09551,Construction,46-55,7-15yr,Night,55,Partial,Secondary,Autumn,Permanent,2,5.9,1,0,0,9,5,0.9012,1
W-09552,Chemical,26-35,3-7yr,Rotating,57,None,Vocational,Autumn,Permanent,4,4.1,2,2,5,6,4,0.97,1
W-09553,Agriculture,18-25,7-15yr,Evening,46,None,Vocational,Spring,Permanent,34,6.3,1,3,5,4,0,0.97,1
W-09554,Agriculture,36-45,1-3yr,Day,30,Full,Vocational,Spring,Temporary,7,4.9,3,1,1,16,5,0.5432,1
W-09555,Agriculture,55+,3-7yr,Day,56,Full,Secondary,Winter,Permanent,39,4.3,3,0,0,16,3,0.4243,1
W-09556,Transportation,36-45,1-3yr,Rotating,52,Partial,Vocational,Autumn,Contractor,1,2.3,2,1,1,10,5,0.8298,1
W-09557,Construction,36-45,<1yr,Rotating,52,Partial,Primary,Spring,Temporary,0,6.5,6,0,1,7,6,0.97,1
W-09558,Mining,26-35,<1yr,Day,27,Full,Degree,Winter,Permanent,8,3.8,8,0,1,6,3,0.6871,0
W-09559,Agriculture,18-25,1-3yr,Rotating,60,Partial,Degree,Autumn,Permanent,7,2.4,6,1,2,10,6,0.9168,1
W-09560,Mining,36-45,15+yr,Rotating,47,Partial,Vocational,Spring,Permanent,3,5.3,7,0,1,5,2,0.8957,1
W-09561,Transportation,26-35,15+yr,Day,55,None,Secondary,Summer,Contractor,3,2.6,3,1,1,8,5,0.771,1
W-09562,Construction,46-55,7-15yr,Night,56,Partial,Degree,Winter,Permanent,7,4.0,3,0,1,19,4,0.7359,1
W-09563,Agriculture,36-45,1-3yr,Evening,40,Partial,Degree,Winter,Permanent,58,5.0,4,0,1,9,2,0.5664,0
W-09564,Mining,36-45,3-7yr,Day,49,Partial,Primary,Summer,Permanent,9,4.4,22,0,0,8,3,0.7509,1
W-09565,Manufacturing,46-55,3-7yr,Day,54,Full,Vocational,Spring,Temporary,23,5.5,10,0,1,19,3,0.5113,0
W-09566,Manufacturing,46-55,3-7yr,Day,32,Partial,Secondary,Spring,Permanent,1,4.1,5,0,1,2,2,0.5685,0
W-09567,Agriculture,36-45,<1yr,Rotating,56,Full,Secondary,Spring,Permanent,17,3.8,10,0,0,14,4,0.6494,1
W-09568,Transportation,55+,3-7yr,Night,39,Full,Primary,Summer,Permanent,9,3.0,14,1,1,26,1,0.5598,1
W-09569,Manufacturing,55+,<1yr,Day,39,Partial,Vocational,Winter,Permanent,3,2.3,22,0,2,31,1,0.7011,1
W-09570,Transportation,55+,7-15yr,Evening,36,Full,Secondary,Spring,Permanent,69,4.9,0,0,0,12,3,0.2519,0
W-09571,Manufacturing,46-55,7-15yr,Day,64,Full,Secondary,Spring,Permanent,10,1.0,12,0,0,16,4,0.2936,0
W-09572,Construction,36-45,1-3yr,Evening,47,Full,Primary,Spring,Temporary,30,5.1,12,0,0,25,3,0.6477,1
W-09573,Construction,36-45,7-15yr,Night,34,Full,Primary,Summer,Permanent,13,5.0,12,2,4,5,2,0.7752,1
W-09574,Construction,18-25,1-3yr,Evening,40,Full,Degree,Spring,Permanent,11,5.6,7,2,4,34,2,0.945,1
W-09575,Manufacturing,26-35,1-3yr,Day,40,Full,Vocational,Autumn,Temporary,7,3.9,19,0,0,25,3,0.5081,1
W-09576,Manufacturing,18-25,1-3yr,Day,46,Full,Secondary,Summer,Permanent,19,1.5,10,1,2,5,2,0.5685,0
W-09577,Agriculture,18-25,7-15yr,Evening,40,Full,Primary,Summer,Permanent,15,3.4,3,2,3,18,5,0.6331,1
W-09578,Transportation,26-35,1-3yr,Night,38,Full,Vocational,Spring,Agency,17,2.3,6,0,0,5,1,0.5626,1
W-09579,Construction,18-25,3-7yr,Evening,57,None,Degree,Autumn,Contractor,17,6.6,13,2,3,23,5,0.97,1
W-09580,Construction,46-55,1-3yr,Evening,45,None,Vocational,Summer,Agency,15,4.9,13,1,1,11,2,0.97,1
W-09581,Construction,46-55,1-3yr,Night,48,Full,Secondary,Spring,Permanent,7,5.4,2,2,5,14,4,0.9489,0
W-09582,Mining,18-25,1-3yr,Evening,59,Full,Vocational,Summer,Temporary,6,6.7,12,2,3,28,3,0.97,1
W-09583,Construction,26-35,7-15yr,Rotating,64,Partial,Primary,Winter,Permanent,8,2.9,10,0,1,12,4,0.7983,0
W-09584,Construction,46-55,3-7yr,Day,45,Full,Secondary,Autumn,Contractor,7,2.7,11,1,3,5,1,0.5905,0
W-09585,Chemical,46-55,7-15yr,Rotating,40,None,Vocational,Winter,Permanent,39,4.6,1,1,3,78,0,0.844,1
W-09586,Transportation,55+,1-3yr,Day,46,Partial,Secondary,Winter,Contractor,13,3.5,11,0,4,16,0,0.5973,0
W-09587,Construction,55+,<1yr,Evening,64,Full,Degree,Autumn,Permanent,31,5.6,1,1,1,20,3,0.9197,1
W-09588,Manufacturing,55+,7-15yr,Evening,39,Full,Degree,Autumn,Permanent,6,2.2,6,2,3,19,1,0.425,1
W-09589,Manufacturing,26-35,<1yr,Day,37,Partial,Secondary,Winter,Contractor,7,3.9,17,0,2,27,2,0.7325,1
W-09590,Transportation,26-35,1-3yr,Rotating,50,Full,Degree,Winter,Temporary,13,2.3,7,2,3,18,0,0.6675,1
W-09591,Mining,46-55,1-3yr,Day,45,Full,Secondary,Autumn,Contractor,9,5.3,13,1,3,16,0,0.7987,1
W-09592,Construction,26-35,7-15yr,Night,52,Partial,Vocational,Winter,Permanent,1,6.8,18,0,0,11,5,0.97,1
W-09593,Agriculture,46-55,3-7yr,Night,51,Full,Vocational,Autumn,Agency,9,4.7,32,0,0,37,4,0.7385,1
W-09594,Manufacturing,36-45,1-3yr,Day,44,Partial,Vocational,Summer,Agency,13,4.7,20,0,0,18,2,0.6721,0
W-09595,Construction,46-55,3-7yr,Rotating,44,None,Secondary,Spring,Temporary,0,4.1,17,1,2,5,1,0.97,1
W-09596,Manufacturing,26-35,7-15yr,Evening,42,Full,Degree,Autumn,Temporary,14,5.6,5,1,1,21,1,0.5669,1
W-09597,Manufacturing,36-45,3-7yr,Rotating,40,Full,Secondary,Winter,Permanent,13,3.2,14,0,2,15,3,0.3474,1
W-09598,Manufacturing,36-45,1-3yr,Night,48,None,Vocational,Winter,Permanent,0,4.3,8,2,3,11,3,0.97,1
W-09599,Construction,55+,7-15yr,Evening,44,Full,Vocational,Spring,Agency,10,7.0,7,0,1,17,2,0.5633,1
W-09600,Manufacturing,26-35,3-7yr,Day,43,Full,Degree,Autumn,Permanent,8,2.4,3,1,1,3,4,0.3333,0
W-09601,Construction,55+,<1yr,Night,53,None,Vocational,Autumn,Permanent,8,4.2,0,3,6,7,6,0.97,1
W-09602,Transportation,46-55,7-15yr,Day,44,Full,Vocational,Summer,Permanent,13,4.3,27,1,1,26,0,0.2791,1
W-09603,Construction,46-55,3-7yr,Evening,47,Full,Secondary,Autumn,Permanent,23,5.8,7,1,2,15,2,0.601,1
W-09604,Construction,46-55,7-15yr,Day,45,Full,Vocational,Summer,Permanent,20,5.8,9,0,1,13,3,0.4099,1
W-09605,Agriculture,36-45,1-3yr,Day,46,None,Vocational,Winter,Temporary,5,3.8,9,2,3,14,2,0.97,1
W-09606,Transportation,26-35,1-3yr,Day,37,Partial,Secondary,Summer,Contractor,42,2.3,12,0,0,10,0,0.3868,1
W-09607,Transportation,26-35,3-7yr,Rotating,41,Partial,Secondary,Spring,Permanent,5,1.5,3,2,3,11,1,0.6547,1
W-09608,Manufacturing,46-55,3-7yr,Evening,54,Full,Secondary,Autumn,Contractor,30,4.4,3,1,4,16,4,0.4952,1
W-09609,Construction,46-55,3-7yr,Night,52,Full,Secondary,Summer,Contractor,13,4.0,4,0,0,6,4,0.7061,1
W-09610,Agriculture,26-35,7-15yr,Night,41,None,Vocational,Spring,Permanent,0,4.4,4,3,8,5,2,0.97,1
W-09611,Agriculture,36-45,3-7yr,Night,35,Partial,Degree,Winter,Permanent,12,3.8,10,1,1,34,3,0.6438,0
W-09612,Construction,26-35,7-15yr,Day,53,Full,Vocational,Summer,Permanent,14,5.0,16,0,0,5,5,0.559,0
W-09613,Chemical,18-25,1-3yr,Evening,51,None,Vocational,Winter,Permanent,0,4.7,12,3,7,28,4,0.97,1
W-09614,Construction,36-45,7-15yr,Rotating,45,None,Degree,Summer,Agency,18,4.3,25,1,2,5,3,0.97,1
W-09615,Chemical,26-35,3-7yr,Day,46,Partial,Vocational,Autumn,Contractor,0,5.5,3,0,0,23,2,0.8821,1
W-09616,Transportation,18-25,<1yr,Evening,47,None,Secondary,Spring,Contractor,0,2.9,5,2,4,11,4,0.97,1
W-09617,Agriculture,36-45,1-3yr,Evening,38,Full,Vocational,Autumn,Permanent,21,3.8,19,0,0,11,3,0.4311,1
W-09618,Chemical,36-45,<1yr,Day,46,Partial,Vocational,Summer,Agency,2,3.5,3,1,3,10,2,0.97,1
W-09619,Agriculture,18-25,3-7yr,Rotating,48,Full,Degree,Autumn,Permanent,14,3.5,16,5,10,3,0,0.9085,1
W-09620,Construction,26-35,1-3yr,Day,38,Partial,Degree,Spring,Contractor,5,5.4,7,0,1,8,4,0.816,0
W-09621,Manufacturing,26-35,15+yr,Day,47,None,Degree,Autumn,Permanent,0,4.0,9,1,1,15,1,0.8337,1
W-09622,Construction,18-25,7-15yr,Rotating,51,Full,Primary,Autumn,Temporary,12,5.3,10,1,1,17,4,0.9119,1
W-09623,Manufacturing,18-25,7-15yr,Night,41,Partial,Secondary,Summer,Contractor,9,3.5,8,4,8,5,3,0.97,1
W-09624,Transportation,18-25,3-7yr,Day,52,Full,Vocational,Spring,Temporary,10,2.6,4,3,6,7,4,0.8193,1
W-09625,Manufacturing,26-35,7-15yr,Day,41,Partial,Secondary,Spring,Permanent,6,3.1,10,0,1,5,3,0.4332,1
W-09626,Manufacturing,46-55,1-3yr,Rotating,43,Full,Vocational,Winter,Contractor,17,3.9,4,0,0,9,3,0.5463,1
W-09627,Mining,26-35,3-7yr,Day,51,Full,Vocational,Autumn,Temporary,10,7.2,12,0,2,9,4,0.796,0
W-09628,Transportation,18-25,3-7yr,Evening,51,Partial,Vocational,Summer,Contractor,24,5.4,11,1,1,31,5,0.7689,1
W-09629,Construction,18-25,1-3yr,Day,39,Partial,Vocational,Spring,Permanent,19,6.5,5,1,1,7,1,0.97,1
W-09630,Manufacturing,26-35,<1yr,Rotating,52,Full,Vocational,Winter,Permanent,7,4.6,13,1,2,23,5,0.8053,1
W-09631,Construction,46-55,3-7yr,Night,53,Full,Degree,Autumn,Permanent,28,6.9,14,0,1,22,6,0.7733,1
W-09632,Agriculture,26-35,<1yr,Evening,42,Partial,Vocational,Spring,Permanent,2,4.4,5,0,0,13,1,0.8905,1
W-09633,Construction,18-25,7-15yr,Night,54,Partial,Degree,Summer,Permanent,1,5.8,6,2,3,14,6,0.97,1
W-09634,Agriculture,26-35,15+yr,Rotating,33,Full,Degree,Spring,Temporary,51,3.4,6,1,1,6,2,0.4901,0
W-09635,Manufacturing,36-45,1-3yr,Rotating,44,Partial,Secondary,Winter,Temporary,9,3.4,5,1,1,18,1,0.782,1
W-09636,Construction,18-25,3-7yr,Night,56,Partial,Degree,Autumn,Permanent,24,5.4,3,1,2,2,5,0.97,1
W-09637,Chemical,36-45,7-15yr,Night,46,Partial,Secondary,Summer,Temporary,3,4.5,4,0,0,13,6,0.8851,1
W-09638,Construction,26-35,1-3yr,Day,37,Partial,Vocational,Autumn,Permanent,34,4.2,3,0,0,13,0,0.6247,1
W-09639,Manufacturing,18-25,15+yr,Day,24,Partial,Degree,Autumn,Permanent,27,3.5,1,1,2,6,2,0.5698,0
W-09640,Construction,36-45,15+yr,Night,58,None,Vocational,Autumn,Permanent,5,5.0,19,1,1,23,5,0.97,1
W-09641,Manufacturing,36-45,<1yr,Night,44,None,Secondary,Winter,Permanent,18,2.3,6,1,1,16,2,0.9586,1
W-09642,Mining,36-45,<1yr,Rotating,36,Partial,Vocational,Autumn,Temporary,5,7.5,8,0,2,10,3,0.97,1
W-09643,Manufacturing,26-35,15+yr,Day,48,Full,Degree,Spring,Contractor,17,2.5,9,0,0,4,0,0.2908,0
W-09644,Construction,36-45,15+yr,Night,62,Full,Secondary,Spring,Permanent,19,5.7,9,2,3,8,5,0.9195,1
W-09645,Manufacturing,26-35,3-7yr,Evening,46,Partial,Degree,Winter,Agency,22,3.8,2,0,0,14,0,0.6045,1
W-09646,Agriculture,36-45,<1yr,Night,34,Full,Degree,Spring,Contractor,18,2.5,4,1,1,9,3,0.6587,1
W-09647,Transportation,36-45,3-7yr,Day,39,Full,Degree,Autumn,Agency,52,3.3,18,1,1,30,5,0.3655,0
W-09648,Mining,18-25,1-3yr,Night,57,None,Secondary,Spring,Temporary,0,6.3,8,3,6,4,6,0.97,1
W-09649,Mining,36-45,15+yr,Day,47,Partial,Vocational,Winter,Permanent,21,5.7,6,2,3,14,3,0.7292,0
W-09650,Construction,36-45,7-15yr,Night,39,Full,Secondary,Spring,Contractor,10,5.1,9,1,1,4,3,0.7311,1
W-09651,Manufacturing,26-35,7-15yr,Evening,66,None,Vocational,Summer,Permanent,0,2.8,9,2,3,13,4,0.97,1
W-09652,Construction,46-55,1-3yr,Evening,41,Partial,Primary,Winter,Permanent,2,8.3,4,0,0,17,4,0.97,1
W-09653,Construction,46-55,7-15yr,Night,48,Full,Secondary,Autumn,Permanent,25,5.1,7,0,0,24,4,0.5726,0
W-09654,Construction,18-25,1-3yr,Rotating,46,Full,Degree,Summer,Permanent,12,5.7,4,3,6,8,2,0.97,1
W-09655,Mining,46-55,<1yr,Day,53,Partial,Vocational,Autumn,Permanent,13,5.4,7,0,3,18,6,0.8682,1
W-09656,Mining,26-35,3-7yr,Night,48,Partial,Secondary,Winter,Contractor,12,4.6,7,2,3,12,3,0.97,1
W-09657,Chemical,46-55,3-7yr,Day,31,Partial,Vocational,Spring,Temporary,5,4.8,9,1,1,12,1,0.7609,0
W-09658,Construction,46-55,7-15yr,Night,35,Full,Vocational,Spring,Permanent,15,4.4,8,0,2,31,1,0.5517,0
W-09659,Agriculture,36-45,7-15yr,Day,41,Partial,Vocational,Summer,Permanent,8,4.7,7,2,3,27,2,0.6139,0
W-09660,Transportation,26-35,1-3yr,Evening,47,Partial,Vocational,Summer,Permanent,6,2.7,13,1,2,16,1,0.6366,0
W-09661,Mining,46-55,3-7yr,Night,45,None,Vocational,Summer,Permanent,0,5.9,11,1,2,7,4,0.97,1
W-09662,Construction,26-35,3-7yr,Evening,50,Partial,Secondary,Summer,Permanent,7,2.9,3,1,1,8,1,0.8385,1
W-09663,Construction,26-35,1-3yr,Day,57,Full,Vocational,Winter,Temporary,6,5.9,9,0,1,13,5,0.7644,1
W-09664,Construction,26-35,7-15yr,Rotating,38,Full,Vocational,Summer,Contractor,20,6.3,11,2,3,7,2,0.8763,1
W-09665,Manufacturing,46-55,3-7yr,Evening,47,Partial,Vocational,Summer,Permanent,8,3.4,16,0,1,46,4,0.5751,1
W-09666,Transportation,55+,15+yr,Evening,41,Partial,Degree,Autumn,Permanent,19,4.1,4,1,2,5,2,0.4868,0
W-09667,Construction,26-35,7-15yr,Evening,39,Full,Vocational,Winter,Permanent,8,6.1,11,0,0,42,3,0.5974,1
W-09668,Construction,46-55,1-3yr,Rotating,44,Full,Secondary,Autumn,Permanent,12,6.2,3,1,2,6,2,0.8031,1
W-09669,Agriculture,26-35,1-3yr,Day,51,Full,Primary,Summer,Permanent,36,3.8,1,0,0,11,8,0.4272,1
W-09670,Transportation,55+,3-7yr,Day,46,Full,Vocational,Winter,Agency,14,2.3,0,1,2,9,2,0.393,1
W-09671,Manufacturing,36-45,1-3yr,Day,41,Full,Vocational,Autumn,Permanent,35,1.6,15,1,1,13,5,0.3405,0
W-09672,Agriculture,18-25,3-7yr,Evening,61,None,Secondary,Spring,Permanent,2,3.3,5,2,3,5,3,0.97,1
W-09673,Manufacturing,18-25,1-3yr,Day,43,Partial,Vocational,Autumn,Permanent,31,3.7,5,1,1,61,2,0.5966,0
W-09674,Construction,18-25,15+yr,Night,52,None,Secondary,Winter,Contractor,4,4.5,9,2,3,2,5,0.97,1
W-09675,Manufacturing,26-35,1-3yr,Day,45,None,Secondary,Summer,Permanent,0,3.1,1,1,1,3,3,0.8092,0
W-09676,Mining,46-55,7-15yr,Night,37,Partial,Vocational,Autumn,Temporary,8,5.7,23,0,1,10,1,0.8512,1
W-09677,Chemical,26-35,<1yr,Night,47,Full,Degree,Spring,Temporary,19,4.5,5,1,1,12,2,0.97,1
W-09678,Construction,55+,3-7yr,Day,41,None,Secondary,Spring,Permanent,10,5.8,10,2,3,7,1,0.9494,1
W-09679,Mining,36-45,1-3yr,Day,42,Full,Secondary,Autumn,Agency,14,7.0,11,2,4,37,4,0.8791,1
W-09680,Manufacturing,36-45,3-7yr,Night,66,Full,Vocational,Summer,Temporary,14,4.2,15,1,2,11,6,0.7603,1
W-09681,Mining,26-35,3-7yr,Night,45,Full,Secondary,Summer,Contractor,9,5.7,33,0,3,22,0,0.8674,1
W-09682,Construction,46-55,3-7yr,Night,50,Full,Secondary,Summer,Permanent,6,3.7,6,1,1,21,2,0.7341,1
W-09683,Manufacturing,36-45,3-7yr,Day,52,Full,Degree,Summer,Permanent,6,2.4,11,0,0,4,3,0.3872,1
W-09684,Transportation,46-55,3-7yr,Rotating,42,Full,Degree,Spring,Permanent,11,4.3,5,0,0,11,2,0.3437,1
W-09685,Mining,55+,7-15yr,Night,41,Full,Vocational,Spring,Permanent,9,5.9,13,0,0,6,2,0.6437,1
W-09686,Manufacturing,18-25,15+yr,Day,48,Partial,Primary,Summer,Permanent,27,2.4,2,1,1,3,0,0.4107,0
W-09687,Manufacturing,18-25,7-15yr,Evening,46,Partial,Secondary,Summer,Agency,0,2.1,1,1,1,9,2,0.8272,1
W-09688,Manufacturing,46-55,<1yr,Night,54,Full,Vocational,Winter,Permanent,26,1.0,6,0,1,6,4,0.5799,0
W-09689,Manufacturing,46-55,15+yr,Day,32,Full,Vocational,Summer,Permanent,14,3.1,3,0,0,42,6,0.1429,0
W-09690,Transportation,36-45,15+yr,Rotating,62,Full,Vocational,Autumn,Permanent,24,4.4,8,1,2,30,5,0.3618,1
W-09691,Chemical,26-35,7-15yr,Night,50,Full,Secondary,Summer,Agency,7,6.0,26,0,0,5,1,0.8712,1
W-09692,Manufacturing,36-45,3-7yr,Day,54,Partial,Vocational,Summer,Temporary,27,3.8,6,0,0,14,4,0.5249,1
W-09693,Manufacturing,26-35,1-3yr,Rotating,68,Partial,Secondary,Autumn,Temporary,5,5.1,2,0,0,24,4,0.8733,1
W-09694,Transportation,26-35,7-15yr,Day,44,Full,Degree,Autumn,Permanent,51,4.0,7,1,2,16,3,0.2757,1
W-09695,Manufacturing,36-45,7-15yr,Evening,39,Full,Vocational,Summer,Temporary,23,2.0,12,1,1,5,1,0.3511,0
W-09696,Mining,26-35,7-15yr,Night,46,Full,Secondary,Summer,Temporary,28,7.7,2,2,4,21,4,0.94,1
W-09697,Construction,36-45,3-7yr,Evening,44,Full,Degree,Winter,Agency,6,4.9,13,1,3,7,3,0.7623,1
W-09698,Transportation,55+,1-3yr,Day,47,Full,Degree,Autumn,Permanent,6,1.9,20,3,6,9,1,0.6081,0
W-09699,Mining,46-55,1-3yr,Day,56,Full,Vocational,Winter,Contractor,8,5.4,5,1,1,14,6,0.7831,1
W-09700,Transportation,55+,7-15yr,Evening,46,Full,Vocational,Winter,Permanent,20,3.1,3,0,2,13,0,0.2563,1
W-09701,Transportation,46-55,<1yr,Evening,56,None,Secondary,Autumn,Permanent,7,3.2,7,2,3,8,3,0.97,1
W-09702,Construction,26-35,7-15yr,Evening,55,None,Secondary,Spring,Temporary,14,5.3,1,1,3,18,4,0.97,1
W-09703,Agriculture,46-55,7-15yr,Evening,47,Partial,Vocational,Summer,Permanent,19,3.9,5,0,0,25,2,0.4973,1
W-09704,Transportation,55+,1-3yr,Evening,33,Partial,Degree,Autumn,Contractor,20,2.4,5,0,1,18,2,0.5816,0
W-09705,Manufacturing,55+,<1yr,Evening,53,Full,Vocational,Spring,Permanent,67,3.4,7,1,2,24,4,0.5865,0
W-09706,Construction,36-45,7-15yr,Evening,51,Full,Vocational,Autumn,Permanent,18,6.0,14,0,1,32,5,0.6527,1
W-09707,Construction,26-35,1-3yr,Day,44,Full,Vocational,Winter,Permanent,14,4.9,1,2,3,7,2,0.8075,1
W-09708,Manufacturing,18-25,3-7yr,Day,37,Partial,Degree,Winter,Permanent,5,3.9,3,1,1,14,0,0.6975,1
W-09709,Manufacturing,18-25,7-15yr,Evening,45,None,Degree,Autumn,Agency,36,1.0,12,5,9,8,3,0.97,1
W-09710,Mining,55+,7-15yr,Day,49,Full,Secondary,Autumn,Permanent,18,5.4,6,0,0,8,1,0.5555,1
W-09711,Construction,36-45,7-15yr,Day,36,Full,Degree,Winter,Permanent,20,7.2,4,0,0,7,2,0.5147,0
W-09712,Transportation,46-55,3-7yr,Day,36,Partial,Primary,Summer,Permanent,15,3.4,8,0,0,18,3,0.4038,0
W-09713,Construction,36-45,3-7yr,Day,70,Full,Vocational,Summer,Agency,9,2.6,7,0,1,8,5,0.6261,0
W-09714,Construction,36-45,7-15yr,Day,36,Partial,Degree,Autumn,Permanent,15,4.9,6,0,0,5,2,0.4989,0
W-09715,Manufacturing,18-25,3-7yr,Day,40,Full,Vocational,Autumn,Temporary,9,3.8,7,2,4,14,3,0.7062,1
W-09716,Manufacturing,26-35,3-7yr,Day,58,Full,Vocational,Winter,Permanent,14,4.5,9,3,6,4,4,0.7664,0
W-09717,Construction,26-35,3-7yr,Day,38,Partial,Secondary,Summer,Contractor,1,6.9,18,0,0,7,0,0.97,1
W-09718,Construction,36-45,3-7yr,Day,37,Full,Vocational,Summer,Temporary,14,7.3,35,0,0,10,2,0.7197,1
W-09719,Construction,18-25,3-7yr,Day,53,Full,Degree,Spring,Agency,33,5.7,5,1,1,10,4,0.8614,1
W-09720,Agriculture,46-55,3-7yr,Night,35,None,Secondary,Autumn,Permanent,1,3.6,6,3,5,4,2,0.97,1
W-09721,Transportation,26-35,1-3yr,Day,41,Full,Secondary,Summer,Permanent,13,3.1,3,0,3,8,3,0.3314,0
W-09722,Manufacturing,46-55,15+yr,Evening,51,Full,Secondary,Autumn,Contractor,17,3.7,11,0,2,37,5,0.4354,1
W-09723,Agriculture,18-25,1-3yr,Day,58,Full,Secondary,Spring,Permanent,80,1.9,11,1,1,8,6,0.6475,1
W-09724,Agriculture,36-45,1-3yr,Day,50,Full,Vocational,Autumn,Contractor,36,2.9,15,0,1,9,2,0.3934,1
W-09725,Construction,26-35,1-3yr,Evening,49,Full,Secondary,Autumn,Contractor,12,5.1,7,1,2,14,0,0.9665,1
W-09726,Chemical,46-55,3-7yr,Evening,47,Full,Vocational,Autumn,Contractor,55,5.3,8,0,0,10,3,0.5101,0
W-09727,Transportation,26-35,15+yr,Day,56,Full,Secondary,Summer,Temporary,22,3.5,4,1,2,6,6,0.455,0
W-09728,Construction,36-45,7-15yr,Day,56,Full,Vocational,Winter,Permanent,7,5.0,2,0,1,36,8,0.4327,0
W-09729,Construction,55+,7-15yr,Day,49,Partial,Secondary,Winter,Permanent,50,4.1,1,0,2,8,1,0.564,1
W-09730,Construction,18-25,7-15yr,Night,51,Full,Vocational,Summer,Permanent,20,4.0,21,1,2,21,6,0.9132,1
W-09731,Construction,18-25,15+yr,Day,38,Partial,Vocational,Spring,Contractor,12,5.9,3,2,3,2,4,0.874,1
W-09732,Transportation,46-55,1-3yr,Day,39,Full,Vocational,Autumn,Temporary,46,2.8,4,2,3,4,2,0.4171,1
W-09733,Manufacturing,36-45,3-7yr,Night,34,Full,Degree,Autumn,Temporary,14,4.0,18,1,1,22,1,0.6384,1
W-09734,Transportation,26-35,3-7yr,Day,44,Full,Degree,Autumn,Agency,8,1.7,8,2,4,19,1,0.4795,1
W-09735,Transportation,36-45,3-7yr,Day,37,Partial,Degree,Winter,Permanent,4,4.7,10,1,1,10,0,0.5324,1
W-09736,Agriculture,18-25,7-15yr,Day,39,Full,Degree,Winter,Agency,16,4.7,10,1,1,21,5,0.6292,1
W-09737,Agriculture,26-35,3-7yr,Day,55,Full,Primary,Autumn,Permanent,9,2.7,7,1,1,4,4,0.4489,0
W-09738,Construction,26-35,3-7yr,Day,52,Full,Vocational,Autumn,Agency,9,3.9,14,0,0,7,3,0.7267,1
W-09739,Manufacturing,46-55,3-7yr,Rotating,43,Partial,Secondary,Spring,Permanent,29,3.4,3,0,1,26,2,0.4798,1
W-09740,Agriculture,36-45,1-3yr,Rotating,45,None,Degree,Summer,Contractor,2,1.8,6,1,2,12,3,0.9341,1
W-09741,Construction,36-45,1-3yr,Day,63,Full,Degree,Summer,Permanent,24,7.6,10,1,2,17,5,0.7784,1
W-09742,Construction,46-55,7-15yr,Evening,39,Partial,Primary,Summer,Permanent,7,4.1,9,0,1,14,2,0.5435,0
W-09743,Transportation,26-35,3-7yr,Evening,51,Full,Vocational,Autumn,Agency,17,4.1,4,1,1,8,4,0.627,1
W-09744,Agriculture,36-45,15+yr,Evening,58,None,Degree,Summer,Permanent,39,4.5,10,2,5,13,7,0.8011,1
W-09745,Construction,46-55,7-15yr,Night,51,Partial,Vocational,Autumn,Contractor,0,7.8,7,1,1,12,5,0.97,1
W-09746,Agriculture,26-35,3-7yr,Evening,49,Full,Vocational,Spring,Permanent,6,2.8,5,0,0,10,4,0.4301,1
W-09747,Transportation,26-35,1-3yr,Day,32,Full,Primary,Spring,Temporary,9,3.9,8,1,1,13,3,0.4642,0
W-09748,Manufacturing,55+,7-15yr,Day,42,Full,Vocational,Summer,Temporary,14,2.3,9,2,3,23,3,0.5867,1
W-09749,Construction,55+,7-15yr,Rotating,50,Partial,Primary,Spring,Temporary,39,4.9,4,0,0,25,3,0.7741,0
W-09750,Chemical,26-35,3-7yr,Day,57,Full,Vocational,Spring,Permanent,11,2.0,4,3,7,6,5,0.8244,1
W-09751,Manufacturing,18-25,1-3yr,Rotating,44,Partial,Degree,Winter,Permanent,6,3.5,8,2,4,10,1,0.8684,1
W-09752,Construction,26-35,3-7yr,Night,51,Partial,Secondary,Summer,Permanent,12,3.9,24,1,2,7,4,0.97,1
W-09753,Manufacturing,26-35,1-3yr,Day,55,Full,Vocational,Winter,Temporary,53,1.0,3,0,1,5,6,0.4806,1
W-09754,Transportation,26-35,15+yr,Day,54,Partial,Degree,Spring,Contractor,3,2.0,17,3,6,20,7,0.8654,1
W-09755,Construction,36-45,3-7yr,Day,49,None,Primary,Winter,Contractor,7,5.0,32,1,1,4,2,0.9675,1
W-09756,Construction,46-55,1-3yr,Evening,41,Full,Degree,Autumn,Agency,23,5.2,7,0,1,11,3,0.6837,1
W-09757,Construction,26-35,1-3yr,Evening,50,Partial,Secondary,Autumn,Permanent,2,5.0,15,1,2,18,1,0.97,1
